transition_50,threshold_50,year,yday_t50,var_temp,mean_temp,max_temp,min_temp,var_sw,mean_sw
2017-04-16,0.39478,2017,106,NA,NA,NA,NA,NA,NA
2018-04-25,0.40448,2018,115,29.7701875140089,7.3278071886200715,22.6272,-4.6667,0.007560731920192872,0.14107202552216538
2019-04-15,0.39914,2019,105,40.74722345680982,8.2742380577957,22.6489,-8.1098,0.014186516421244874,0.18219440312738366
2020-04-14,0.39599,2020,105,34.20258981411586,13.041676875,29.2273,-1.0097,0.010450526068954694,0.2695069799658994
2021-04-18,0.39928,2021,108,31.839553746645024,11.909066915322581,23.9077,-0.9018,0.009809303583453272,0.2626866914428815
2022-04-22,0.40502,2022,112,48.5673100898957,11.698883862007168,25.4647,-9.8532,0.008029671802351398,0.16378802482949703
2023-04-11,0.40123,2023,101,57.06016749187368,10.403750833333334,25.8184,-6.4793,NA,NA
2024-04-15,0.39774,2024,106,30.86863310471844,3.396259339157707,24.1214,0.8253,NA,NA
